nom, addresse, téléphone, site internet, réseaux sociaux, email, horaire, nombres de note, note, latitude, longitude, country, city, category, code, info, zip, url
"SB developpement", "5 Av. Emile Bouyssou, 46100 Figeac", "06 16 03 65 90", "s-b-developpement.fr", "", "contact@s-b-developpement.fr", "dimanche, Fermé; lundi, de 08:00 à 12:00, de 14:00 à 19:00; mardi, de 08:00 à 12:00, de 14:00 à 19:00; mercredi, de 08:00 à 12:00, de 14:00 à 19:00; jeudi, de 08:00 à 12:00, de 14:00 à 19:00; vendredi, de 08:00 à 12:00, de 14:00 à 19:00; samedi, de 08:00 à 12:00, de 14:00 à 19:00. ", "", "5,0  ", "44.6064838", "2.0340027", "France", "Figeac", "Agence de marketing", "J24M+9P Figeac", "", "46100", "https://www.google.fr/maps/place/SB+developpement/data=!4m7!3m6!1s0x12ad11050220b19b:0xcc83dccbc28a1d70!8m2!3d44.6059821!4d2.0343174!16s%2Fg%2F11mbf7zhdh!19sChIJm7EgAgURrRIRcB2Kwsvcg8w?authuser=0&hl=fr&rclk=1"
"Agence Senaryo", "", "06 37 37 82 88", "agence-senaryo.com", "", "juliakupis@agence-senaryo.com", "dimanche, Fermé; lundi, de 10:00 à 19:00; mardi, de 10:00 à 19:00; mercredi, de 10:00 à 19:00; jeudi, de 10:00 à 19:00; vendredi, de 10:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Agence+Senaryo/data=!4m7!3m6!1s0x41c5ba077c656e19:0xed1edb4744446909!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11v71y9p0n!19sChIJGW5lfAe6xUERCWlEREfbHu0?authuser=0&hl=fr&rclk=1"
"natif.", "99 A Bd Constantin Descat, 59200 Tourcoing", "06 83 32 13 53", "natif.io", "", "contact@natif.io", "mardi, de 08:00 à 18:00; mercredi, de 08:00 à 18:00; jeudi, de 08:00 à 18:00; vendredi, de 08:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:00 à 18:00. ", "", "5,0  ", "50.70096665", "3.158161698077431", "France", "Tourcoing", "Agence de marketing", "P524+6W Tourcoing", "", "59200", "https://www.google.fr/maps/place/natif./data=!4m7!3m6!1s0xa52b3ce6188e2cdd:0xd9245b84a0592bc2!8m2!3d50.7005394!4d3.1573365!16s%2Fg%2F11qpzw3gck!19sChIJ3SyOGOY8K6URwitZoIRbJNk?authuser=0&hl=fr&rclk=1"
"Firos - Agence de Marketing d’Influence", "", "06 81 18 12 90", "firos.fr", "", "contact@firos.fr", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, de 09:00 à 18:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Firos+-+Agence+de+Marketing+d%E2%80%99Influence/data=!4m7!3m6!1s0x696d409b844485a5:0x96ca4ed27c58d724!8m2!3d47.0543344!4d-34.5245737!16s%2Fg%2F11svzkf7d9!19sChIJpYVEhJtAbWkRJNdYfNJOypY?authuser=0&hl=fr&rclk=1"
"Studio Joti | Studio de communication sur Bordeaux", "366 Cr de la Somme, 33800 Bordeaux", "06 24 70 35 36", "studiojoti.fr", "", "bonjour@studiojoti.fr", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "", "", "", "France", "Bordeaux", "Agence de marketing", "RC8H+43 Bordeaux", "", "33800", "https://www.google.fr/maps/place/Studio+Joti+%7C+Studio+de+communication+sur+Bordeaux/data=!4m7!3m6!1s0xd55275fdd1d0c2f:0x1f0be6b12e478668!8m2!3d44.8152844!4d-0.5723135!16s%2Fg%2F11rzqczxsr!19sChIJLwwd3V8nVQ0RaIZHLrHmCx8?authuser=0&hl=fr&rclk=1"
"OMMA", "42 Rue de Venteille, 33185 Le Haillan", "06 19 09 40 92", "lydericbernard.editorx.io", "", "bbirot@nyludesign.com", ". ", "", "", "44.8673529", "-0.6898052", "France", "Le Haillan", "Agence de marketing", "V896+JJ Le Haillan", "", "33185", "https://www.google.fr/maps/place/OMMA/data=!4m7!3m6!1s0xd54d1267eeea1e1:0x369d6d32f95a0a5!8m2!3d44.8690428!4d-0.6884645!16s%2Fg%2F11sg858jdv!19sChIJ4aHufibRVA0RpaCVL9PWaQM?authuser=0&hl=fr&rclk=1"
"Deecom", "", "07 58 61 68 81", "deecom.net", "", "maildeecom@gmail.com", "dimanche, Fermé; lundi, Ouvert 24h/24; mardi, Ouvert 24h/24; mercredi, Ouvert 24h/24; jeudi, Ouvert 24h/24; vendredi, Ouvert 24h/24; samedi, Fermé. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Deecom/data=!4m7!3m6!1s0x2d1157d274e0490f:0x5acbab5fb602ab29!8m2!3d48.8588548!4d2.347035!16s%2Fg%2F11vdxbrljk!19sChIJD0ngdNJXES0RKasCtl-ry1o?authuser=0&hl=fr&rclk=1"
"Protok - Création de contenus", "15 Rue Louis Morard, 75014 Paris", "06 01 90 23 47", "protok.fr", "", "contact@protok.fr", "mardi, Ouvert 24h/24; mercredi, Ouvert 24h/24; jeudi, Ouvert 24h/24; vendredi, Ouvert 24h/24; samedi, Ouvert 24h/24; dimanche, Ouvert 24h/24; lundi, Ouvert 24h/24. ", "", "", "48.8285744", "2.3208421", "France", "Paris", "Agence de marketing", "R8HC+98 Paris", "", "75014", "https://www.google.fr/maps/place/Protok+-+Cr%C3%A9ation+de+contenus/data=!4m7!3m6!1s0x47e6713f0dae3cdb:0xef448a70ef1a51a9!8m2!3d48.8284998!4d2.3208001!16s%2Fg%2F11sjt3f_mk!19sChIJ2zyuDT9x5kcRqVEa73CKRO8?authuser=0&hl=fr&rclk=1"
"Bolad", "", "06 46 53 18 73", "bolad.fr", "", "maxime@bolad.frVanity", "dimanche, Ouvert 24h/24; lundi, Ouvert 24h/24; mardi, Ouvert 24h/24; mercredi, Ouvert 24h/24; jeudi, Ouvert 24h/24; vendredi, Ouvert 24h/24; samedi, Ouvert 24h/24. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Bolad/data=!4m7!3m6!1s0x62eea4f913af41bf:0xde38fb50d5ac1c48!8m2!3d43.4530694!4d5.4670334!16s%2Fg%2F11l5tmgbts!19sChIJv0GvE_mk7mIRSBys1VD7ON4?authuser=0&hl=fr&rclk=1"
"Le sens du poil - Identité rédactionnelle et production de contenu", "", "06 76 63 83 78", "lesensdupoil.fr", "", "charlotte@lesensdupoil.fr", "lundi, de 09:00 à 20:00; mardi, de 09:00 à 20:00; mercredi, de 09:00 à 20:00; jeudi, de 09:00 à 20:00; vendredi, de 09:00 à 20:00; samedi, Fermé; dimanche, Fermé. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Le+sens+du+poil+-+Identit%C3%A9+r%C3%A9dactionnelle+et+production+de+contenu/data=!4m7!3m6!1s0x21f4d5b393cab5bb:0xd6d0834c78b7f8be!8m2!3d47.474472!4d3.1723478!16s%2Fg%2F11rdwd4l8z!19sChIJu7XKk7PV9CERvvi3eEyD0NY?authuser=0&hl=fr&rclk=1"
"Comyounity", "2 Impasse de Lafaye, 24600 Celles", "06 26 49 68 95", "mycomyounity.fr", "", "comyounitypro@gmail.com", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, de 09:00 à 19:00. ", "", "", "45.3020843", "0.4240905", "France", "Celles", "Agence de marketing", "8C2F+PQ Celles", "", "24600", "https://www.google.fr/maps/place/Comyounity/data=!4m7!3m6!1s0xca668477ee207a5:0xfce84ec326d79ec6!8m2!3d45.3018653!4d0.4244138!16s%2Fg%2F11sv12bdxd!19sChIJpQfifkdopgwRxp7XJsNO6Pw?authuser=0&hl=fr&rclk=1"
"Rédaction Freelance", "265 Av. Jean Jaurès, 69150 Décines-Charpieu", "06 84 22 39 90", "redaction-freelance.com", "", "support@o2switch.fr", "", "", "", "45.7717548", "4.9636442", "France", "Décines Charpieu", "Agence de marketing", "QXC7+PF Décines-Charpieu", "", "69150", "https://www.google.fr/maps/place/R%C3%A9daction+Freelance/data=!4m7!3m6!1s0x47f4c705089e6b79:0x13876588f5b75876!8m2!3d45.771751!4d4.9636545!16s%2Fg%2F124ykdw9g!19sChIJeWueCAXH9EcRdli39YhlhxM?authuser=0&hl=fr&rclk=1"
"AB AGENCY", "", "06 47 39 76 16", "ab-agency.io", "", "Ab.agency@outlook.fr", "dimanche, de 09:00 à 17:00; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, de 09:00 à 17:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/AB+AGENCY/data=!4m7!3m6!1s0x2b9e163ae4258235:0x858d7db569012de!8m2!3d45.6930167!4d5.9269239!16s%2Fg%2F11y1ls58jn!19sChIJNYIl5DoWnisR3hKQVtvXWAg?authuser=0&hl=fr&rclk=1"
"quatre mars", "28 Rue Thiers, 94130 Nogent-sur-Marne", "06 34 03 93 55", "quatremars.fr", "", "contact@quatremars.fr", "", "", "", "48.8403126", "2.4857586", "France", "Nogent sur Marne", "Agence de marketing", "RFRP+48 Nogent-sur-Marne", "", "94130", "https://www.google.fr/maps/place/quatre+mars/data=!4m7!3m6!1s0x47e60d6ee4bc6695:0xd6a1d4f79e0e9b4c!8m2!3d48.8403213!4d2.4858265!16s%2Fg%2F11p77ffyqw!19sChIJlWa85G4N5kcRTJsOnvfUodY?authuser=0&hl=fr&rclk=1"
"Charline Humbert", "", "06 69 49 82 68", "charlinehumbert.com", "", "605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com", "lundi, Fermé; mardi, de 08:00 à 18:00; mercredi, de 08:00 à 18:00; jeudi, de 08:00 à 18:00; vendredi, de 08:00 à 18:00; samedi, de 08:00 à 13:00; dimanche, Fermé. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Charline+Humbert/data=!4m7!3m6!1s0xad5a07822ef1664b:0x8f37707495bc7475!8m2!3d44.0544244!4d5.9746031!16s%2Fg%2F11vf2ky1r_!19sChIJS2bxLoIHWq0RdXS8lXRwN48?authuser=0&hl=fr&rclk=1"
"Laura Bureau", "", "07 60 57 51 12", "laurabureau.com", "", "laurabureau@hotmail.fr", "", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Laura+Bureau/data=!4m7!3m6!1s0xa3af85e5d78ec277:0xd9e26e19f973b1f0!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11vl51mpky!19sChIJd8KO1-WFr6MR8LFz-Rlu4tk?authuser=0&hl=fr&rclk=1"
"Thot Agency", "81 Rue du Temple, 75003 Paris", "06 17 21 77 80", "thotagency.fr", "", "contact@thotagency.fr", "lundi, de 09:30 à 18:00; mardi, de 09:30 à 18:00; mercredi, de 09:30 à 18:00; jeudi, de 09:30 à 18:00; vendredi, de 09:30 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "", "48.8615099", "2.3563792", "France", "Paris", "Agence de marketing", "V964+JH Paris", "", "75003", "https://www.google.fr/maps/place/Thot+Agency/data=!4m7!3m6!1s0x47e66fc59b370085:0x11b4669851780e40!8m2!3d48.861546!4d2.3564028!16s%2Fg%2F11vhxf2wpt!19sChIJhQA3m8Vv5kcRQA54UZhmtBE?authuser=0&hl=fr&rclk=1"
"MADE PRODUCTION Sàrl-s", "", "+352 671 202 121", "madeproduction.lu", "", "abuse@lws.fr", "", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/MADE+PRODUCTION+S%C3%A0rl-s/data=!4m7!3m6!1s0x4795494d650a91cd:0xc7ad4b07cfa16889!8m2!3d49.1813826!4d5.6752168!16s%2Fg%2F11k40x0wwq!19sChIJzZEKZU1JlUcRiWihzwdLrcc?authuser=0&hl=fr&rclk=1"
"Nomad", "7 Allées de Chartres, 33000 Bordeaux", "06 41 67 87 83", "nomad-marketing.fr", "", "casbonjour@nomad-marketing.frN", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "44.8474209", "-0.5717418", "France", "Bordeaux", "Agence de marketing", "RCXH+27 Bordeaux", "", "33000", "https://www.google.fr/maps/place/Nomad/@44.8475515,-0.5717775,17z/data=!3m1!4b1!4m6!3m5!1s0xd552712ca17239f:0xb0206d30a86d0819!8m2!3d44.8475515!4d-0.5717775!16s%2Fg%2F11q29vwqsw?authuser=0&hl=fr&entry=ttu"
"Alvéole - Agence de podcasts et Audio - Podcasts originaux - Studio Voix OFF", "6 Rue la Tour d'Auvergne, 44200 Nantes", "02 51 82 71 88", "alveole.media", "", "contact@alveole.media", "dimanche, Fermé; lundi, de 09:45 à 13:00, de 14:00 à 18:00; mardi, de 09:45 à 13:00, de 14:00 à 18:00; mercredi, de 09:45 à 13:00, de 14:00 à 18:00; jeudi, de 09:45 à 13:00, de 14:00 à 18:00; vendredi, de 09:45 à 13:00, de 14:00 à 18:00; samedi, Fermé. ", "", "", "47.2067751", "-1.5530038", "France", "Nantes", "Agence de marketing", "6C4W+PQ Nantes", "", "44200", "https://www.google.fr/maps/place/Alv%C3%A9ole+-+Agence+de+podcasts+et+Audio+-+Podcasts+originaux+-+Studio+Voix+OFF/data=!4m7!3m6!1s0x4805ed422793373d:0xe124516f342de3a1!8m2!3d47.2068279!4d-1.5530156!16s%2Fg%2F11h_tw9rdc!19sChIJPTeTJ0LtBUgRoeMtNG9RJOE?authuser=0&hl=fr&rclk=1"
"Divinemenciel Strasbourg", "", "07 68 49 65 41", "divinemenciel.com", "", "contact@divinemenciel.com", "dimanche, Fermé; lundi, de 09:00 à 18:30; mardi, de 09:00 à 18:30; mercredi, de 09:00 à 18:30; jeudi, de 09:00 à 18:30; vendredi, de 09:00 à 18:30; samedi, Fermé. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Divinemenciel+Strasbourg/data=!4m7!3m6!1s0xad12744017b94871:0x56faa781459a4b83!8m2!3d50.44971!4d8.7829981!16s%2Fg%2F11v05srcmf!19sChIJcUi5F0B0Eq0Rg0uaRYGn-lY?authuser=0&hl=fr&rclk=1"
"Apiserana", "", "06 07 15 91 66", "apiserana.com", "", "contact@apiserana.com", "", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Apiserana/data=!4m7!3m6!1s0x8af8a364464e9039:0x5c49b9f0c5151883!8m2!3d48.7948673!4d5.8086071!16s%2Fg%2F11l698ml4y!19sChIJOZBORmSj-IoRgxgVxfC5SVw?authuser=0&hl=fr&rclk=1"
"CrisMMarketingAgency", "", "06 51 56 26 18", "sites.google.com", "", "asxvmprobertest@gmail.com", "lundi, de 11:00 à 20:00; mardi, de 11:00 à 20:00; mercredi, de 11:00 à 20:00; jeudi, de 11:00 à 20:00; vendredi, de 11:00 à 20:00; samedi, Fermé; dimanche, Fermé. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/CrisMMarketingAgency/data=!4m7!3m6!1s0x53d82a2775730b9:0x215fb935ae9228cc!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11sdn3vzjy!19sChIJuTBXd6KCPQURzCiSrjW5XyE?authuser=0&hl=fr&rclk=1"
"IncituConseil", "5 Rue des Genêts, 56400 Auray", "06 03 44 22 36", "incituconseil.fr", "", "contact@incituconseil.fr", "jeudi, de 08:30 à 19:00; vendredi, de 08:30 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:30 à 19:00; mardi, de 08:30 à 19:00; mercredi, de 08:30 à 19:00. ", "", "5,0  ", "47.6620451", "-2.9839561", "France", "Auray", "Agence de marketing", "M268+V5 Auray", "", "56400", "https://www.google.fr/maps/place/IncituConseil/data=!4m7!3m6!1s0x48101414f4ce83c3:0x2f1a4b9741e75890!8m2!3d47.6622275!4d-2.9845124!16s%2Fg%2F11b6dfxlbr!19sChIJw4PO9BQUEEgRkFjnQZdLGi8?authuser=0&hl=fr&rclk=1"
"Getasound", "2 Rue Marcheloup, 45240 La Ferté-Saint-Aubin", "06 61 00 51 85", "getasound.com", "", "hello@getasound.com", "dimanche, Fermé; lundi (Lundi de Pâques), Ouvert 24h/24, Les horaires peuvent être modifiés.; mardi, Ouvert 24h/24; mercredi, Ouvert 24h/24; jeudi, Ouvert 24h/24; vendredi, Ouvert 24h/24; samedi, Fermé. ", "43 ", "5,0  ", "47.707541", "1.9475751", "France", "La Ferté Saint Aubin", "Agence de marketing", "PW4X+X3 La Ferté-Saint-Aubin", "", "45240", "https://www.google.fr/maps/place/Getasound/data=!4m7!3m6!1s0xd5527d3366b5f49:0x93127c6c4032c2b8!8m2!3d47.7074776!4d1.947629!16s%2Fg%2F11g0tl2jll!19sChIJSV9rNtMnVQ0RuMIyQGx8EpM?authuser=0&hl=fr&rclk=1"
"Cecee Creative Agency", "", "+41 79 854 39 41", "ceciliazurbach.com", "", "zurbach.cecilia@gmail.com", "mardi, de 08:00 à 19:00; mercredi, de 08:00 à 19:00; jeudi, de 08:00 à 19:00; vendredi, de 08:00 à 19:00; samedi, de 09:30 à 16:00; dimanche, Fermé; lundi, de 08:00 à 19:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Cecee+Creative+Agency/data=!4m7!3m6!1s0xaaa76a064f43e6cf:0xe35365f074921c37!8m2!3d46.681395!4d7.2172515!16s%2Fg%2F11v5gksdln!19sChIJz-ZDTwZqp6oRNxySdPBlU-M?authuser=0&hl=fr&rclk=1"
"Streamteam.fr", "32 Rte de Goulven, 29280 Locmaria-Plouzané", "02 98 45 62 97", "streamteam-france.com", "", "streamteam2@orange.fr", "", "", "4,0  ", "48.37461855", "-4.65876140737527", "France", "Locmaria Plouzané", "Agence de marketing", "98FR+RF Locmaria-Plouzané", "", "29280", "https://www.google.fr/maps/place/Streamteam.fr/data=!4m7!3m6!1s0x4816942286c718c5:0x5c2dfbf7737c21b8!8m2!3d48.3745532!4d-4.6587668!16s%2Fg%2F1tjkf60p!19sChIJxRjHhiKUFkgRuCF8c_f7LVw?authuser=0&hl=fr&rclk=1"
"Maneotech Facebook ads  website creation", "", "06 16 90 43 58", "digital-crescendo.fr", "", "contact@digital-crescendo.fr", "lundi, de 10:00 à 19:00; mardi, de 10:00 à 19:00; mercredi, de 10:00 à 19:00; jeudi, de 10:00 à 19:00; vendredi, de 10:00 à 19:00; samedi, Fermé; dimanche (Réveillon de Noël), Fermé, Les horaires peuvent être modifiés.. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Maneotech+Facebook+ads+%26+website+creation/data=!4m7!3m6!1s0xa6f46a796f886577:0x1ac62638a523524!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11l2xz7fbf!19sChIJd2WIb3lq9KYRJDVSimNirAE?authuser=0&hl=fr&rclk=1"
"COMMORE", "6 All. des Platanes, 13620 Carry-le-Rouet", "06 51 53 16 57", "comandmore.fr", "", "contact@comandmore.fr", "dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé. ", "", "", "43.335423", "5.1670209", "France", "Carry le Rouet", "Agence de marketing", "85P8+6M Carry-le-Rouet", "", "13620", "https://www.google.fr/maps/place/COM%26MORE/data=!4m7!3m6!1s0x12c9dd47b5598941:0x77c216f8b625addc!8m2!3d43.3356123!4d5.1667428!16s%2Fg%2F11stl5wh7h!19sChIJQYlZtUfdyRIR3K0ltvgWwnc?authuser=0&hl=fr&rclk=1"
"Agence Qomino", "69 Av. de Bonneuil, 94210 La Varenne", "09 54 24 04 19", "qomino.com", "", "agence@qomino.com", "dimanche, Fermé; lundi, de 09:00 à 20:00; mardi, de 09:00 à 20:00; mercredi, de 09:00 à 20:00; jeudi, de 09:00 à 20:00; vendredi, de 09:00 à 20:00; samedi, de 09:00 à 18:00. ", "", "", "48.7936732", "2.5049323", "France", "La Varenne", "Agence de marketing", "QGQ2+JR Saint-Maur-des-Fossés", "", "94210", "https://www.google.fr/maps/place/Agence+Qomino/data=!4m7!3m6!1s0x47e60de4756a4151:0x94664e10dae6e3c4!8m2!3d48.7890121!4d2.5020945!16s%2Fg%2F11y1x7cc_v!19sChIJUUFqdeQN5kcRxOPm2hBOZpQ?authuser=0&hl=fr&rclk=1"
"Le Coin Com Sàrl", "", "+41 78 908 88 02", "lecoincom.ch", "", "info@lecoincom.ch", "lundi, de 08:30 à 12:00, de 13:00 à 17:30; mardi, de 08:30 à 11:30; mercredi, de 08:30 à 17:30; jeudi, de 08:30 à 12:00, de 13:00 à 17:30; vendredi, de 08:30 à 11:30; samedi, Fermé; dimanche, Fermé. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Le+Coin+Com+S%C3%A0rl/data=!4m7!3m6!1s0xa2e26a1932324c07:0x5a7ddef58a477c59!8m2!3d47.0208339!4d6.9184568!16s%2Fg%2F11nxv5c_j2!19sChIJB0wyMhlq4qIRWXxHivXefVo?authuser=0&hl=fr&rclk=1"
"La marque pensée", "", "06 81 43 80 03", "lamarquepensee.com", "", "jean.dupont@gmail.com", "", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/La+marque+pens%C3%A9e/data=!4m7!3m6!1s0x4796c84a886c633f:0x36db40e18bc29c2d!8m2!3d30.6959409!4d-49.4005897!16s%2Fg%2F12lsb15nr!19sChIJP2NsiErIlkcRLZzCi-FA2zY?authuser=0&hl=fr&rclk=1"
"Auberon : Data Marketing  Relation Client", "", "07 80 97 12 18", "auberon.eu", "", "contact@auberonduroi.com", "mardi, de 09:00 à 17:00; mercredi, de 09:00 à 16:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 17:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Auberon+:+Data+Marketing+%26+Relation+Client/data=!4m7!3m6!1s0x47945fa2a6ca5add:0xfd48d61b5716b3c1!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11mq2t1nsb!19sChIJ3VrKpqJflEcRwbMWVxvWSP0?authuser=0&hl=fr&rclk=1"
"Images et Plus", "12 Rue Jean Legatelois, 35400 Saint-Malo", "06 08 40 33 74", "imagesetplus.com", "", "contact@yourowpsite.com", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, de 09:00 à 13:00. ", "", "5,0  ", "48.6597208", "-1.989355", "France", "Saint Malo", "Agence de marketing", "M256+W6 Saint-Malo", "", "35400", "https://www.google.fr/maps/place/Images+et+Plus/data=!4m7!3m6!1s0x480e83993632e965:0xc05d3fb17dde0411!8m2!3d48.6597783!4d-1.9893905!16s%2Fg%2F11snynv0h6!19sChIJZekyNpmDDkgREQTefbE_XcA?authuser=0&hl=fr&rclk=1"
"iMiniMi Lyon", "92 Cr Lafayette, 69003 Lyon", "07 56 90 99 92", "iminimi.com", "", "moncoach@iminimi.com", "lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé. ", "", "", "", "", "France", "Lyon", "Agence de marketing", "QR7X+5Q Lyon", "", "69003", "https://www.google.fr/maps/place/iMiniMi+Lyon/data=!4m7!3m6!1s0x47f4eb7121fabaeb:0x1ba2fb5652e6f729!8m2!3d45.7628937!4d4.8493822!16s%2Fg%2F11l6l4jgyk!19sChIJ67r6IXHr9EcRKffmUlb7ohs?authuser=0&hl=fr&rclk=1"
"Voxa Media", "", "+594 694 92 07 18", "voxamedia.com", "", "contact@voxamedia.com", "", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Voxa+Media/data=!4m7!3m6!1s0x8d123d0b595dfff3:0x8dd5162aba84072a!8m2!3d4.0328546!4d-53.1131751!16s%2Fg%2F11jt3nh79l!19sChIJ8_9dWQs9Eo0RKgeEuioW1Y0?authuser=0&hl=fr&rclk=1"
"DT Communication", "", "04 50 17 47 63", "dtcommunication.fr", "", "info@dtcom.fr", "lundi, de 08:30 à 18:30; mardi, de 08:30 à 18:30; mercredi, de 08:30 à 18:30; jeudi, de 08:30 à 18:30; vendredi, de 08:30 à 18:30; samedi, Fermé; dimanche, Fermé. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/DT+Communication/data=!4m7!3m6!1s0x478c3c6756f117c3:0xe314d6b04e538d3d!8m2!3d30.6959409!4d-49.4022062!16s%2Fg%2F11fyxcpphd!19sChIJwxfxVmc8jEcRPY1TTrDWFOM?authuser=0&hl=fr&rclk=1"
"SparkS FR", "1D Rue des Herbiottes, 21160 Marsannay-la-Côte", "06 51 33 51 98", "spark-studio.fr", "", "contact@spark-studio.fr", "dimanche, Fermé; lundi, de 08:00 à 20:00; mardi, de 08:00 à 20:00; mercredi, de 08:00 à 20:00; jeudi, de 08:00 à 20:00; vendredi, de 08:00 à 20:00; samedi, de 08:00 à 12:00. ", "", "5,0  ", "47.2762872", "5.0147341", "France", "Marsannay la Côte", "Agence de marketing", "72G7+JR Marsannay-la-Côte", "", "21160", "https://www.google.fr/maps/place/SparkS+FR/data=!4m7!3m6!1s0x47f2a1a1a4e9a249:0x2d8ab175be9af65b!8m2!3d47.2765728!4d5.0145788!16s%2Fg%2F11gmvsvf1w!19sChIJSaLppKGh8kcRW_aavnWxii0?authuser=0&hl=fr&rclk=1"
"Sarrazin Guillaume", "2 Rue de Tostedt, 64160 Morlaas", "07 67 90 21 01", "guillaume-sarrazin.com", "", "support@o2switch.fr", "jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00. ", "", "5,0  ", "43.3530427", "-0.2638704", "France", "Morlaas", "Agence de marketing", "9P2M+QX Morlaas", "", "64160", "https://www.google.fr/maps/place/Sarrazin+Guillaume/data=!4m7!3m6!1s0xd5648d400f50513:0xc710a7ae595e716!8m2!3d43.3519957!4d-0.2650301!16s%2Fg%2F11hb8t73h4!19sChIJEwX1ANRIVg0RFueV5XoKcQw?authuser=0&hl=fr&rclk=1"
